RegionName,State,Metro,2020-01
De Tour Village,MI,Sault Ste. Marie,113926
Williamsport,IN,,84079
Plano,IA,,83939
Colerain,NC,,90707
Jackman,ME,,130946
Johnston,SC,Augusta-Richmond County,84475
Sylvia,KS,Hutchinson,55308
Only,TN,Nashville-Davidson--Murfreesboro--Franklin,160587
Penwell,TX,Odessa,202928
Noxen Township,PA,Scranton--Wilkes-Barre--Hazleton,139688
North,VA,Virginia Beach-Norfolk-Newport News,199854
Corwith,IA,,71731
Sayner,WI,,150560
Welda,KS,,146049
Laredo,MO,,63976
Bent Creek,NC,Asheville,329810
Agate,CO,Denver-Aurora-Lakewood,358599
Rocky Ripple,IN,Indianapolis-Carmel-Anderson,149037
Rhodes,IA,Marshalltown,137888
Peletier,NC,Morehead City,182657
Weeki Wachee Gardens,FL,Tampa-St. Petersburg-Clearwater,218734
Hector Township,PA,,93402
Waltham,MN,Austin,193520
Whitney Point,NY,Binghamton,120722
Willow City,TX,Fredericksburg,516829
Wingett Run,OH,Marietta,84244
Johnson City,OR,Portland-Vancouver-Hillsboro,363900
New Milford,IL,Rockford,142949
Cambridge,ME,,122142
Annapolis,IL,,100569
Campbell,NE,,201443
Raven,KY,,59617
Gildford,MT,,178816
Gurley,NE,,116596
Swepsonville,NC,Burlington,197272
Fairview Park,IN,Terre Haute,102316
Bethania,NC,Winston-Salem,166552
Buffalo City,WI,,130211
Watson,MN,,64784
Ayr,NE,Hastings,211718
Magnet Cove,AR,Malvern,115376
Alvo,NE,Omaha-Council Bluffs,181600
Moody,MO,West Plains,117853
Morrisville,VT,,202223
Varney,KY,,40186
Hecla,SD,Aberdeen,82774
Lindsay,NE,Columbus,203136
Rocky Comfort,MO,Fayetteville-Springdale-Rogers,111523
Lenorah,TX,Midland,272170
Saint Stephen,MN,St. Cloud,195395
Betterton,MD,,204589
Switz City,IN,,115032
Winston,NM,,94817
Saint Regis,MT,,198436
Hayward,MN,Albert Lea,117903
Crows Nest,IN,Indianapolis-Carmel-Anderson,287349
Village of Oakview,MO,Kansas City,151028
Victory Township,PA,Oil City,98284
Vernon,UT,Salt Lake City,234058
Elk Run Heights,IA,Waterloo-Cedar Falls,137477
Beedeville,AR,,32156
Flemington,WV,Clarksburg,69510
Deadwood,OR,Eugene,235034
Organ,NM,Las Cruces,84384
Frakes,KY,London,44178
Beulah,MO,Rolla,141752
Marshall,CA,San Francisco-Oakland-Hayward,996962
Viburnum,MO,,70486
Polk,NE,,84118
Oakhurst,TX,,138854
Atlantic,VA,,162796
Lakota,IA,,53246
Palm Shores,FL,Palm Bay-Melbourne-Titusville,269702
Mcintyre Township,PA,Williamsport,82098
Long Lake,MI,,71025
Williamson,IA,,91910
Mapleton,KS,,89530
Sweetwater,OK,,106608
Marietta,IL,Canton,45822
Powells Crossroads,TN,Chattanooga,113517
Smithfield Township,PA,East Stroudsburg,192791
Bethlehem,KY,Louisville/Jefferson County,159717
Perla,AR,Malvern,48971
Webb,IA,Spencer,114207
Polkton,NC,,49577
Sanborn,ND,,82831
South Vinemont,AL,Cullman,112302
Malmo,NE,Omaha-Council Bluffs,165191
Paskenta,CA,Red Bluff,127116
Lakewood,IL,,116472
Tye,TX,Abilene,80987
Edinburg,ME,Bangor,118450
Lavina,MT,Billings,247254
Village of Loch Lloyd,MO,Kansas City,848773
Beatty,OR,Klamath Falls,112277
Aurora,WV,Morgantown,99247
Wilmont,MN,Worthington,85345
Moorhead,IA,,86414
Grover,WY,,301849
Seaton,IL,Davenport-Moline-Rock Island,82135
Covington,OK,Enid,56390
Island City,OR,La Grande,231663
Geyser,MT,,196973
Jones,LA,Bastrop,65374
Pleak,TX,Houston-The Woodlands-Sugar Land,233861
Blackburn,MO,Marshall,184163
Whitetop,VA,,99513
Hawkins,WI,,96687
Palmer,IA,,75074
Stella,NE,,77830
Holmes Mill,KY,,23130
Amanda Park,WA,Aberdeen,164133
Duncan,NE,Columbus,171839
Somers,MT,Kalispell,368200
Creighton,MO,Kansas City,132029
Scalf,KY,London,29048
Arrowsic,ME,Portland-South Portland,290377
Harbinger,NC,Virginia Beach-Norfolk-Newport News,274240
Nome,TX,Beaumont-Port Arthur,148880
Roseland,NE,Hastings,140302
Toccopola,MS,Tupelo,85446
Goldsboro,PA,York-Hanover,205303
Arrey,NM,,88152
Patterson,MO,,87782
Wilmot,OH,,191497
Glen Fork,WV,,39733
Coal Hill,AR,,60172
Bickleton,WA,,103244
Brooklin,ME,,303236
Natoma,KS,,82919
Douglas,NE,,168945
Shiloh,TN,,75951
Indian Point,MO,Branson,214413
Bogue,NC,Morehead City,232864
Carter,MT,,157095
Barren Springs,VA,,100088
Penelope,TX,,88017
Aitkin,MN,,112982
West Union,NY,Corning,104452
Powell,TX,Corsicana,105661
Tilghman,MD,Easton,284392
Miramonte,CA,Fresno,164214
Hobson,TX,,231011
McLeod,ND,,166819
Wilsey,KS,,86056
Coushatta,LA,,93714
Forkland,AL,,54888
Alleyton,TX,,256184
Vest,KY,,72812
Snead,AL,Birmingham-Hoover,126093
Drake,ND,Minot,101170
Colfax,ND,Wahpeton,185391
Steuben,WI,,123218
Forest Hill,WV,,83616
Ulman,MO,,128180
Enka,NC,Asheville,213542
Caddo Mills,TX,Dallas-Fort Worth-Arlington,141419
Linden,IA,Des Moines-West Des Moines,132030
Tierra Amarilla,NM,Española,125869
Stinson Beach,CA,San Francisco-Oakland-Hayward,2450945
Wanette,OK,Shawnee,81625
Echo,UT,Summit Park,379436
Sutter Creek,CA,,327586
Bogard,MO,,104651
Frazer,MT,,173415
Stark,NH,Berlin,129182
Greenwood,VA,Charlottesville,357977
Shawnee Hills,OH,Columbus,311023
Arvilla,ND,Grand Forks,141496
Smithshire,IL,,88243
Havelock,IA,,81426
Westgate,IA,,100713
Wolf Lake,IL,,77139
Keystone,NE,,224676
Williamsburg,NM,,107080
Bath,SD,Aberdeen,239559
Forest Falls,CA,Riverside-San Bernardino-Ontario,257886
Crook,CO,Sterling,193717
Hasson Heights,PA,Oil City,98492
Santa Clara,NM,Silver City,55020
Walsh,IL,,107257
Squires,MO,,131490
Fairfield,NE,,86784
Waterville,VT,,197002
McHenry,KY,,70285
Divide,MT,,242211
Winston,MO,,123500
West Siloam Springs,OK,,93554
Glendon,PA,Allentown-Bethlehem-Easton,153192
Coleraine,MN,Grand Rapids,138343
Secor,IL,Peoria,145390
Maitland,MO,,72126
New Haven,IL,,57369
Walnut Creek,NC,Goldsboro,330640
Industry,TX,Houston-The Woodlands-Sugar Land,265066
Ypsilanti,ND,Jamestown,205998
Sandersville,MS,Laurel,91709
Haverhill,IA,Marshalltown,129315
Caddo,TX,Mineral Wells,261110
Hammett,ID,Mountain Home,262942
Tonto Basin,AZ,Payson,212579
Baileyville,IL,Rochelle,91588
Nanticoke,MD,Salisbury,159864
Prinsburg,MN,Willmar,150208
Butte City,CA,,169070
Coin,IA,,61776
Dwight,NE,,131829
Spiritwood,ND,,137416
Winnetoon,NE,,99826
Canyon Creek,MT,Helena,240606
Poca,WV,Huntington-Ashland,126665
Dukedom,TN,Martin,80436
Bessemer,PA,New Castle,88869
Louisburg,NC,Raleigh,123834
Couch,MO,,114253
Quimby,IA,,87491
Winfield,IA,,82726
Sunrise Beach,TX,,519185
Pocahontas,VA,Bluefield,33407
New Castle,NH,Boston-Cambridge-Newton,1290314
Rio,WI,Madison,146040
Juliaetta,ID,Moscow,214297
Town Of Decatur,NY,Oneonta,144923
Moon,VA,Virginia Beach-Norfolk-Newport News,332165
Waltham,ME,,158414
Burr,NE,,176711
Muscotah,KS,Atchison,86330
Corbin City,NJ,Atlantic City-Hammonton,205823
Weidman,MI,Mount Pleasant,127070
Bolivar,OH,New Philadelphia-Dover,120960
Amity,MO,St. Joseph,195701
Antelope,OR,The Dalles,96292
Yellville,AR,,113912
Holland,MN,,76361
Geneva,IA,,83202
Douds,IA,,160842
Sugar Hill,NH,Claremont-Lebanon,307095
Mingus,TX,Mineral Wells,90313
Locust Hill,VA,,261986
South Greenfield,MO,,31772
Delta,IA,,50669
Letcher,KY,,50114
Princeton,ID,Moscow,346128
Southwest Township,PA,Warren,67364
Lake Township,PA,Youngstown-Warren-Boardman,164410
Curlew,IA,,191994
Moro,OR,,178279
Crump,TN,,87887
Southport,ME,,443245
Pingree,ND,Jamestown,86269
Rarden,OH,Portsmouth,46723
Milton,KS,Wichita,147114
Richwoods,MO,,154791
Marne,IA,,110153
Canova,SD,,128907
Granville,VT,,180096
Town Of Newcomb,NY,,172206
Olustee,OK,Altus,47454
Harcourt,IA,Fort Dodge,72772
Merrill,OR,Klamath Falls,147354
Eddyville,OR,Newport,244243
Seneca,PA,Oil City,110697
Leary,TX,Texarkana,91906
Lismore,MN,Worthington,72506
Adams,ND,,53824
Renwick,IA,,59982
Hendrum,MN,,105511
Tivoli,TX,,90564
Ballantine,MT,Billings,222818
Ridge,MD,California-Lexington Park,317848
Matheson,CO,Denver-Aurora-Lakewood,226367
Coleman Falls,VA,Lynchburg,143546
Rewey,WI,Madison,121830
Goodman,WI,Marinette,53589
Graham,MO,Maryville,146486
Hastings,IA,Omaha-Council Bluffs,141787
Walker,WV,Parkersburg-Vienna,100325
Shippingport,PA,Pittsburgh,123160
Dubach,LA,Ruston,75651
Barksdale,TX,,167826
Town Of Inlet,NY,,318670
Lueders,TX,Abilene,89599
Beulah,MS,Cleveland,104289
Brimson,MN,Duluth,149009
Sutter,IL,Fort Madison-Keokuk,104813
La Fayette,IL,Peoria,80705
Utica,SD,Yankton,160301
Camp,AR,,105463
Barry,MN,,84963
Halstad,MN,,107068
Dundas,VA,,104514
Continental,OH,,90107
Emerson,GA,Atlanta-Sandy Springs-Roswell,174338
Ellisville,IL,Canton,73318
Grand Tower,IL,Carbondale-Marion,22175
Blackwell,MO,Farmington,165631
Deer,AR,Harrison,101095
Channing,MI,Iron Mountain,102170
Hollytree,AL,Scottsboro,97860
Strandquist,MN,,73608
Cedarville,CA,,157889
Fredonia,TX,,191993
Mallard,IA,,72538
Hart'S Location,NH,,255896
Ryderwood,WA,Longview,159727
Hettick,IL,St. Louis,114140
Madeline,CA,Susanville,88433
Termo,CA,Susanville,116686
Marshfield,ME,,143217
Havana,KS,Coffeyville,89394
Greenwood Township,PA,DuBois,57527
Hollansburg,OH,Greenville,57857
Falls City,OR,Salem,243587
Harveyville,KS,Topeka,104497
Noonday,TX,Tyler,196039
Parks,AR,,82231
Maytown,AL,Birmingham-Hoover,73665
Rogerson,ID,Boise City,195365
Briaroaks,TX,Dallas-Fort Worth-Arlington,284636
Ellamore,WV,Elkins,98343
Mc Connell,IL,Freeport,88606
Peconic,NY,New York-Newark-Jersey City,727310
Flushing,OH,Wheeling,73305
Clifton,KS,,51814
Coleharbor,ND,,240002
Lohrville,WI,,62609
Deerton,MI,,305186
Wiota,IA,,117006
Freeburn,KY,,29497
Florence,MO,,100042
Brinnon,WA,,285236
Coal Run Village,KY,,95066
Katie,OK,,123157
Beal City,MI,Mount Pleasant,122018
Ben Avon Heights,PA,Pittsburgh,370337
Wilbur Park,MO,St. Louis,156971
Limestone,OK,Tulsa,200944
Mooreton,ND,Wahpeton,116772
Winchester,ID,,161524
McDaniels,KY,,165585
Andrews,FL,,157287
Bancroft,WV,Huntington-Ashland,68952
Patterson Heights,PA,Pittsburgh,164048
Comptche,CA,Ukiah,238752
Hacksneck,VA,,261313
May,ID,,302022
Edgerton,OH,,90203
New Portland,ME,,106570
Esmond,IL,Chicago-Naperville-Elgin,158494
Ellsworth,NH,Claremont-Lebanon,172870
Norphlet,AR,El Dorado,87940
Orick,CA,Eureka-Arcata-Fortuna,213354
Dougherty,IA,Mason City,76221
Strawn,IL,Pontiac,67459
Topton,PA,Reading,166357
Water Valley,TX,San Angelo,126386
Bridgewater,IA,,72462
Oriska,ND,,104759
Cummings,KS,Atchison,135027
Linndale,OH,Cleveland-Elyria,59474
Bonanza,AR,Fort Smith,51547
Garden City,UT,,346325
Blenheim,NY,Albany-Schenectady-Troy,140845
Buckner,KY,Louisville/Jefferson County,330719
Whitney,NE,,166712
King and Queen Court House,VA,,193975
McAndrews,KY,,37843
Prescott,IA,,96186
Johnson,NE,,115946
Glouster,OH,Athens,32008
Peru,VT,Bennington,296592
Denmark,WI,Green Bay,188185
Minden,NE,Kearney,120617
Willernie,MN,Minneapolis-St. Paul-Bloomington,209940
Cologne,MN,Minneapolis-St. Paul-Bloomington,284449
Reidville,SC,Spartanburg,226358
Elmer,MO,,114321
Brandt,SD,,136885
Cantril,IA,,91746
Huggins,MO,,184948
Garner,KY,,55186
Dollar Bay,MI,Houghton,129208
Caroline,WI,Shawano,118938
Hamburg,IL,St. Louis,111084
Faulkner,MD,Washington-Arlington-Alexandria,352649
Bladen,NE,,81923
Vernon,AZ,,196080
Kensington,KS,,53263
Saint Augustine,IL,Galesburg,58622
Lakeland Shores,MN,Minneapolis-St. Paul-Bloomington,370608
Whatley,AL,,81326
Glens Fork,KY,,104504
Parkman,ME,,127068
Albany,ME,,146717
Westover,AL,Birmingham-Hoover,177051
Fyffe,AL,Fort Payne,79450
Trego,MT,,302636
Geneva,ID,,211160
Middlebrook,MO,,109551
Quinlan,TX,Dallas-Fort Worth-Arlington,117277
Snyder,CO,Fort Morgan,219886
Bailey Prairie,TX,Houston-The Woodlands-Sugar Land,274154
Breeding,KY,,113178
Burnt Ranch,CA,,309988
Keswick,IA,,73949
Seneca Rocks,WV,,95452
Elsmore,KS,,101093
Perham,ME,,108329
Judith Gap,MT,,260631
Webster,IA,,86583
Pine Valley,NY,Elmira,120443
Center,NE,,60779
Success,AR,,50135
Toston,MT,,224739
McFall,MO,,110608
Kingfield,ME,,128520
Shubert,NE,,59951
North Fork,ID,,337442
Pelkie,MI,,75067
Wade,ME,,100105
Holland,KY,Bowling Green,58726
Badger,CA,Visalia-Porterville,300360
Brinklow,MD,Washington-Arlington-Alexandria,674020
Powersville,MO,,72699
Glandorf,OH,,178222
Gatzke,MN,,111496
Kathryn,ND,,50434
Ulmer,SC,,55493
Uhland,TX,Austin-Round Rock,190991
Hillside,NY,Kingston,325267
Cedar,IA,Oskaloosa,173682
Ardentown,DE,Philadelphia-Camden-Wilmington,280533
Golden Valley,ND,,93605
Fox Township,PA,,113349
Blocksburg,CA,Eureka-Arcata-Fortuna,364614
Saint Martins,MO,Jefferson City,168670
Flying Hills,PA,Reading,207164
Gate,OK,,77063
Grenada,CA,,161262
Lindsay,TX,Gainesville,244319
Lake Winnebago,MO,Kansas City,481102
Tomales,CA,San Francisco-Oakland-Hayward,801619
Grand View,WI,,117126
Broadford,VA,Bluefield,109666
Grenloch,NJ,Philadelphia-Camden-Wilmington,163941
Ruso,ND,,135156
Gibbonsville,ID,,234547
Skamokawa,WA,,211352
Jefferson,WV,Charleston,63614
Cisco,GA,Dalton,112808
Woodworth,ND,Jamestown,60406
Frewsburg,NY,Jamestown-Dunkirk-Fredonia,103759
Grimes,AL,Ozark,59871
Lysite,WY,Riverton,106713
Pasadena Park,MO,St. Louis,90151
Camptonville,CA,Yuba City,291345
Ethel,MO,,123069
Myrtle,MO,,100725
Kirkman,IA,,172727
Briggsville,WI,,139672
Raymond,IA,Waterloo-Cedar Falls,176450
Cooper,TX,,53401
Graff,MO,,174012
Rotterdam Junction,NY,Albany-Schenectady-Troy,180053
East Nassau,NY,Albany-Schenectady-Troy,186775
Bridgeville,CA,Eureka-Arcata-Fortuna,318866
Harper,OR,Ontario,323703
Snydertown,PA,Sunbury,140333
San Antonio,FL,Tampa-St. Petersburg-Clearwater,232439
Pierz,MN,,151404
Chester,IA,,95369
Leesville,TX,,187335
Ironton,MO,,77846
Philipp,MS,,193825
Newry,ME,,340068
Sophia,WV,Beckley,62443
Arnett,WV,Beckley,52738
Eton,GA,Dalton,144333
Silver Creek,MO,Joplin,174399
Pemberton,MN,Mankato-North Mankato,148481
Smyrna,NC,Morehead City,165474
Hartline,WA,Moses Lake,123835
Eckley,CO,,121787
Farmersburg,IA,,118756
Promise City,IA,,143497
Indianola,OK,McAlester,49442
Cherry Grove Township,PA,Warren,53453
Hanna,WY,,74057
Eldred,IL,,91478
Glynn,LA,Baton Rouge,134088
Gallina,NM,Española,134398
Mission Woods,KS,Kansas City,659910
Shokan,NY,Kingston,269334
Tuxedo Park,NY,New York-Newark-Jersey City,492671
Tobias,NE,,67068
Lucien,OK,Enid,89208
Saginaw,MO,Joplin,129581
Meservey,IA,Mason City,58515
Harvey Cedars,NJ,New York-Newark-Jersey City,1065048
Arthur,IA,,46954
Fordville,ND,,69603
Saint Olaf,IA,,133708
Oak,NE,,123572
Hudson,KY,,123258
Lincoln Township,PA,,229647
Herscher,IL,Kankakee,161850
Golden Beach,FL,Miami-Fort Lauderdale-West Palm Beach,3733394
Levant,KS,,74931
Gillett,TX,,260347
Charlottesville,IN,Indianapolis-Carmel-Anderson,154251
Yucca,AZ,Lake Havasu City-Kingman,168561
Pisgah,IA,Omaha-Council Bluffs,71022
Saint Lucie,FL,Port St. Lucie,329183
Spring Grove,IN,Richmond,113467
Whiterocks,UT,Vernal,215445
Fernwood,ID,,139022
Frankfort,SD,,106904
Lisco,NE,,189049
Lexington,OR,Hermiston-Pendleton,185618
Stagecoach,TX,Houston-The Woodlands-Sugar Land,355249
Avondale,MO,Kansas City,119903
Roxbury,NH,Keene,207709
Adair,IL,Macomb,66913
Electric City,WA,Moses Lake,220868
Remsenburg,NY,New York-Newark-Jersey City,1114566
Anna Maria,FL,North Port-Sarasota-Bradenton,1067789
Pinecrest,CA,Sonora,205680
Ralston,OK,Tulsa,38172
Solgohachia,AR,,122554
Cecil,AL,,230826
Woodson,TX,,220530
Oakland,OK,,57872
Ebony,VA,,376424
Leesburg,AL,,143397
Alborn,MN,Duluth,182054
Grandin,ND,Fargo,161257
Munds Park,AZ,Flagstaff,341402
Garvin,MN,Marshall,152005
Deal Island,MD,Salisbury,124443
Bodega,CA,Santa Rosa,804180
New Salem,PA,York-Hanover,173778
Nelson Township,PA,,155904
Campo Seco,CA,,334293
Riverton,KS,,96197
Lexington,ME,,129531
Star Lake,NY,Ogdensburg-Massena,54525
Balmorhea,TX,Pecos,85450
Harmony,CA,San Luis Obispo-Paso Robles-Arroyo Grande,1296866
New Sweden,ME,,110514
Bushton,KS,,50257
Hasty,CO,,78817
Tampa,KS,,81770
Hardy,IA,,116070
Milton,ME,,136091
Preston-Potter Hollow,NY,Albany-Schenectady-Troy,129284
Otisville,NY,New York-Newark-Jersey City,253870
Grey Forest,TX,San Antonio-New Braunfels,291853
Coolin,ID,Sandpoint,658610
Grandy,NC,Virginia Beach-Norfolk-Newport News,178356
Porthill,ID,,266887
New Zion,SC,,89897
El Rito,NM,Española,171519
Amoret,MO,Kansas City,108719
Cumberland Head,NY,Plattsburgh,279147
Homewood,CA,Sacramento--Roseville--Arden-Arcade,749122
Bivalve,MD,Salisbury,138452
Spaulding,IL,Springfield,184203
Chester,SD,,256268
Kitzmiller,MD,,45390
White Hall,WV,Fairmont,182295
Leflore,OK,Fort Smith,80168
Miller,NE,Kearney,157647
Davis,SD,Sioux Falls,170501
Ormsby,MN,,187848
Princeton,OR,,329047
Martinsdale,MT,,223520
Isabella,MN,,166642
Mason City,NE,,76661
Kingsley Township,PA,,82788
Wingate,TX,Abilene,167703
Carroll,NH,Berlin,219909
Farmington,WV,Fairmont,59560
Reece City,AL,Gadsden,93804
Koppel,PA,Pittsburgh,65475
Oran,MO,Sikeston,105323
Stanton,ND,,89963
Council Hill,OK,,90730
Everest,KS,,80366
Lorraine,KS,,60774
Brady Lake,OH,Akron,94267
West Green,GA,Douglas,111036
Blachly,OR,Eugene,268757
Brownstown,PA,Johnstown,34562
Cloverdale,VA,Roanoke,215198
Arnegard,ND,,254322
Edgerton,MN,,89334
Westhoff,TX,,142413
Jamaica,IA,Des Moines-West Des Moines,67904
Howe,ID,Idaho Falls,338079
Indian Creek,FL,Miami-Fort Lauderdale-West Palm Beach,15698295
Brinktown,MO,,139651
Carmichaels,PA,,99296
Agness,OR,Brookings,355097
Earleton,FL,Gainesville,245419
Lakeport,TX,Longview,161502
Monticello,MO,Quincy,117349
Powhattan,KS,,95155
Douglas,AL,Albertville,94830
Alvin,IL,Danville,83551
Beverly Beach,FL,Deltona-Daytona Beach-Ormond Beach,355427
Duke,MO,Fort Leonard Wood,144505
Okoboji,IA,Spirit Lake,682812
Francis,UT,Summit Park,494819
Hallsburg,TX,Waco,197375
Jeffersonville,OH,Washington Court House,77266
Du Bois,NE,,101679
Bath,IN,,158549
Rices Landing,PA,,106321
Spragueville,IA,,157672
Porter,MN,,81501
Deweese,NE,,114359
Mount Auburn,IA,Cedar Rapids,113920
Center Junction,IA,Cedar Rapids,106825
Mineral,WA,Centralia,210359
Chippewa Lake,OH,Cleveland-Elyria,140916
Benton City,MO,Mexico,84598
Union Pier,MI,Niles-Benton Harbor,444566
Laytonsville,MD,Washington-Arlington-Alexandria,630184
Magnolia,MN,,90882
Loving,TX,,167602
Taylorsville,CA,,192686
Tendoy,ID,,363277
Riverton,IA,,60886
Weinert,TX,,48950
Bayard,IA,Des Moines-West Des Moines,53900
Pahala,HI,Hilo,195889
Ambia,IN,Lafayette-West Lafayette,63811
Green Valley,CA,Los Angeles-Long Beach-Anaheim,319260
Cylinder,IA,,152110
Ramona,SD,,129025
Rock,KS,Arkansas City-Winfield,122898
Rangerville,TX,Brownsville-Harlingen,123644
Luzerne,IA,Cedar Rapids,169639
Port Trevorton,PA,Selinsgrove,137485
Garrison,MO,Springfield,153106
Elk Creek,CA,,174121
Phillips,ME,,97999
Mendon,MO,,124722
Great Cacapon,WV,,127042
Maxwell,NM,,94516
Avon,AL,Dothan,119162
Era,TX,Gainesville,198600
Essex,MT,Kalispell,228662
Keno,OR,Klamath Falls,214410
New Ashford,MA,Pittsfield,284253
Batchtown,IL,St. Louis,134829
Redford,MO,,144630
Brayton,IA,,89463
Norcross,MN,,85731
Myton,UT,,193887
Lamont,OK,,80248
Montreat,NC,Asheville,368959
Dorothy,WV,Beckley,29169
Pontotoc,TX,,255530
Greenwood,IL,Chicago-Naperville-Elgin,227931
Hoolehua,HI,Kahului-Wailuku-Lahaina,223728
Rockland,WI,La Crosse-Onalaska,184458
Grassy Butte,ND,,368732
Strasburg,ND,,68841
Rosman,NC,Brevard,199093
Chevy Chase Heights,PA,Indiana,159334
Henderson,LA,Lafayette,70702
Dimondale,MI,Lansing-East Lansing,165532
Burna,KY,Paducah,44678
Modesto,IL,St. Louis,93179
Fenton,IL,Sterling,141236
Bethesda,OH,Wheeling,92621
Lost City,WV,,129414
Harper,IA,,117276
Coxs Mills,WV,,62021
Osco,IL,Davenport-Moline-Rock Island,112780
Lane,KS,Ottawa,117661
Tulare,SD,,125430
Tremont,ME,,282201
Stanton,AL,Birmingham-Hoover,101655
Glengary,WV,Hagerstown-Martinsburg,203860
Richfield,ID,Hailey,111652
Fishers Island,NY,New York-Newark-Jersey City,1411600
South Pekin,IL,Peoria,67942
Export,PA,Pittsburgh,77761
Mimbres,NM,Silver City,117211
Leggett,CA,Ukiah,158561
Triumph Township,PA,Warren,49661
Fay,OK,,104835
Alamo,NV,,213281
Jonesboro,ME,,118857
Curtis,MI,,64477
South Padre Island,TX,Brownsville-Harlingen,411180
Ames,TX,Houston-The Woodlands-Sugar Land,110026
Paterson,WA,Kennewick-Richland,314594
Woodruff,AZ,Show Low,99584
Wolverton,MN,Wahpeton,116806
Paeonian Springs,VA,Washington-Arlington-Alexandria,500643
Lakeview,TX,,50126
Farnhamville,IA,,79419
Rosie,AR,Batesville,107425
Lake Meade,PA,Gettysburg,228487
Cashtown-Mcknightstown,PA,Gettysburg,183077
Husser,LA,Hammond,204847
Stevenson,WA,Portland-Vancouver-Hillsboro,335083
North Dansville,NY,Rochester,105639
Fair Grove,MO,Springfield,142834
Colquitt,GA,,66782
Deer Park,AL,,81355
Rector,AR,,44770
Shippen Township,PA,,158778
Elk River,ID,,130588
Windom,TX,Bonham,85260
Hanover,OH,Columbus,171513
Bouton,IA,Des Moines-West Des Moines,140831
Salvo,NC,Kill Devil Hills,402256
Staplehurst,NE,Lincoln,141736
Cortez,FL,North Port-Sarasota-Bradenton,395584
Piru,CA,Oxnard-Thousand Oaks-Ventura,409060
Beaver,WA,Port Angeles,208565
Marathon,IA,Storm Lake,84533
Gaines Township,PA,,135169
Schram City,IL,,49472
Blythe,GA,Augusta-Richmond County,116040
South Heart,ND,Dickinson,250905
West Glacier,MT,Kalispell,724723
Ackerly,TX,Midland,242692
Swan,IA,Pella,195434
Skull Valley,AZ,Prescott,341027
Candor,NC,,85623
Williamsport,KY,,78347
New Boston,MO,,113067
Randolph,NH,Berlin,231569
Coburg,OR,Eugene,344626
Rock River,WY,Laramie,137131
Clemons,IA,Marshalltown,102527
Terra Ceia,FL,North Port-Sarasota-Bradenton,481289
Cheyney,PA,Philadelphia-Camden-Wilmington,572342
Caputa,SD,Rapid City,217020
Highland Township,PA,St. Marys,30613
Melvin,KY,,39359
New Salem,IL,,79666
Burdick,KS,,82825
Branson West,MO,Branson,153320
Mark Center,OH,Defiance,120519
Hammondville,AL,Fort Payne,116975
Eleanor,WV,Huntington-Ashland,145460
Glenaire,MO,Kansas City,172767
Lockport,KY,Louisville/Jefferson County,97183
Nubieber,CA,Susanville,36606
Blue,AZ,,292309
Hildreth,NE,,249256
Wahkiacus,WA,,245747
Midkiff,TX,,333950
Rosa,AL,Birmingham-Hoover,139815
Green Valley Farms,TX,Brownsville-Harlingen,81638
Earlington,KY,Madisonville,26918
Timberlane,IL,Rockford,316062
West Haven,VT,Rutland,213790
Lineville,IA,,57601
Loyal,OK,,106010
Salina,OK,,105560
Concord,ME,,84456
South Shaftsbury,VT,Bennington,180933
Tatum,TX,Longview,160465
Elberon,IA,,112449
Caswell Plantation,ME,,60300
Jacob,IL,Carbondale-Marion,58321
Eau Galle,WI,Menomonie,162672
Hereford Township,PA,Reading,275721
Lawrence,NE,,94610
Alexander,IA,,86782
Fredericksburg,PA,Lebanon,169471
Dauphin Island,AL,Mobile,319090
Naturita,CO,Montrose,81171
San Gregorio,CA,San Francisco-Oakland-Hayward,1370284
Denton,KS,St. Joseph,73807
Lemoyne,NE,,184216
Greenbackville,VA,,180910
Mizpah,MN,,113729
Rippey,IA,,87213
Arbovale,WV,,83721
Quinault,WA,Aberdeen,172209
Sherwood,WI,Appleton,290238
Bena,MN,Brainerd,80770
Lacassine,LA,Jennings,89599
Polebridge,MT,Kalispell,268797
Saunemin,IL,Pontiac,82552
Greenfield,MO,,51101
Lincolnville,KS,,78406
McCallsburg,IA,Ames,135427
Helvetia,WV,Elkins,87774
Goodland,MN,Grand Rapids,176719
Mendota,MN,Minneapolis-St. Paul-Bloomington,283693
Minnetonka Beach,MN,Minneapolis-St. Paul-Bloomington,1388507
Zahl,ND,Williston,109674
Duncan Falls,OH,Zanesville,131948
Whitneyville,ME,,115977
Merna,NE,,81671
Chilcoot,CA,,182084
Shelburne,NH,Berlin,194889
Gallatin,TX,Jacksonville,91909
Big Laurel,KY,,24886
Rhine,GA,,76750
Valleyview,OH,Columbus,132080
El Indio,TX,Eagle Pass,81541
Heartwell,NE,Kearney,194171
Eddyville,NE,Lexington,129975
University Park,IA,Oskaloosa,83004
Savonburg,KS,,95122
Big Bar,CA,,179543
Verner,WV,,45918
Amma,WV,,109922
Neskowin,OR,,481012
Alpha,MN,,102990
Dolliver,IA,,116081
Hamilton Township,PA,,86530
Cannon Beach,OR,Astoria,610820
Gateway,AR,Fayetteville-Springdale-Rogers,182522
O Brien,OR,Grants Pass,226034
Fort Thomas,AZ,Safford,137139
Leopolis,WI,Shawano,96890
Harmony Township,PA,,73866
Copalis Crossing,WA,Aberdeen,175744
Clatonia,NE,Beatrice,105566
