RegionName,State,Metro,2020-01
Gurnee,IL,Chicago-Naperville-Elgin,248819
Mount Vernon,VA,Washington-Arlington-Alexandria,520306
Big Spring,TX,Big Spring,128340
Sapulpa,OK,Tulsa,119635
Inver Grove Heights,MN,Minneapolis-St. Paul-Bloomington,303601
Randolph,MA,Boston-Cambridge-Newton,401265
Lewiston,ID,Lewiston,259042
Sand Springs,OK,Tulsa,142535
Leander,TX,Austin-Round Rock,304993
Manhattan Beach,CA,Los Angeles-Long Beach-Anaheim,2048053
Watertown,MA,Boston-Cambridge-Newton,726044
Cumberland,RI,Providence-Warwick,325174
Elizabethton,TN,Johnson City,124535
Sanger,CA,Fresno,263296
Bay City,MI,Bay City,65767
Marysville,OH,Columbus,240748
Paine Field-Lake Stickney,WA,Seattle-Tacoma-Bellevue,416137
Severn,MD,Baltimore-Columbia-Towson,375925
Greater Carrollwood,FL,Tampa-St. Petersburg-Clearwater,273388
Dana Point,CA,Los Angeles-Long Beach-Anaheim,1063872
Rexburg,ID,Rexburg,270351
Wausau,WI,Wausau,149391
Pullman,WA,Pullman,339284
Shingle Springs,CA,Sacramento--Roseville--Arden-Arcade,510309
Ridgecrest,CA,Bakersfield,201786
Leawood,KS,Kansas City,501469
Flowery Branch,GA,Gainesville,254075
Chatsworth,GA,Dalton,138693
Immokalee,FL,Naples-Immokalee-Marco Island,175715
Cooper City,FL,Miami-Fort Lauderdale-West Palm Beach,416532
Galt,CA,Sacramento--Roseville--Arden-Arcade,398888
Adelanto,CA,Riverside-San Bernardino-Ontario,235806
Golden Glades,FL,Miami-Fort Lauderdale-West Palm Beach,295056
Warsaw,IN,Warsaw,182865
San Dimas,CA,Los Angeles-Long Beach-Anaheim,661429
Orion,MI,Detroit-Warren-Dearborn,273625
Marana,AZ,Tucson,278139
Tarpon Springs,FL,Tampa-St. Petersburg-Clearwater,303119
La Verne,CA,Los Angeles-Long Beach-Anaheim,677490
Pleasant Grove,UT,Provo-Orem,368456
Albertville,AL,Albertville,104805
Newburgh,IN,Evansville,206657
Durango,CO,Durango,492614
Eagle,ID,Boise City,527510
Ravenna,OH,Akron,137678
Farmingdale,NY,New York-Newark-Jersey City,469276
Butte,MT,Butte-Silver Bow,146871
Mercedes,TX,McAllen-Edinburg-Mission,74370
Fair Lawn,NJ,New York-Newark-Jersey City,434678
Spotsylvania,VA,Washington-Arlington-Alexandria,288318
Derry,NH,Boston-Cambridge-Newton,331921
El Mirage,AZ,Phoenix-Mesa-Scottsdale,219059
Oakdale,CA,Modesto,397499
Banning,CA,Riverside-San Bernardino-Ontario,270342
Marion,OH,Marion,62562
Tehachapi,CA,Bakersfield,284510
Elk Grove Village,IL,Chicago-Naperville-Elgin,283240
Gadsden,AL,Gadsden,43724
Reedley,CA,Fresno,240585
Montrose,CO,Montrose,277576
Lawndale,CA,Los Angeles-Long Beach-Anaheim,634810
Los Altos,CA,San Jose-Sunnyvale-Santa Clara,3155386
Princeton,WV,Bluefield,86579
Dunedin,FL,Tampa-St. Petersburg-Clearwater,296399
Lexington,MA,Boston-Cambridge-Newton,1100834
Norristown,PA,Philadelphia-Camden-Wilmington,212878
Franklin,IN,Indianapolis-Carmel-Anderson,163884
Jasper,AL,Birmingham-Hoover,117464
Gainesville,VA,Washington-Arlington-Alexandria,515063
Sahuarita,AZ,Tucson,234748
Merrick,NY,New York-Newark-Jersey City,563882
Collinsville,IL,St. Louis,131465
Plainfield,IN,Indianapolis-Carmel-Anderson,216883
Foster City,CA,San Francisco-Oakland-Hayward,1715738
Westwego,LA,New Orleans-Metairie,120900
Sylvania,OH,Toledo,217905
Ken Caryl,CO,Denver-Aurora-Lakewood,455869
Bellmore,NY,New York-Newark-Jersey City,532035
Franklin,MA,Boston-Cambridge-Newton,488341
Somerton,AZ,Yuma,154664
Cottonwood Heights,UT,Salt Lake City,500249
Chillum,MD,Washington-Arlington-Alexandria,340912
Carbondale,IL,Carbondale-Marion,133212
South Lyon,MI,Detroit-Warren-Dearborn,343941
Fairhope,AL,Daphne-Fairhope-Foley,300304
Riviera Beach,FL,Miami-Fort Lauderdale-West Palm Beach,180170
Eustis,FL,Orlando-Kissimmee-Sanford,216815
Van Buren,AR,Fort Smith,117795
Rome,NY,Utica-Rome,109866
Milford,OH,Cincinnati,213083
Watertown,WI,Watertown-Fort Atkinson,188009
Odenton,MD,Baltimore-Columbia-Towson,343561
Granite City,IL,St. Louis,72000
Saint Charles,IL,Chicago-Naperville-Elgin,306054
Eastpointe,MI,Detroit-Warren-Dearborn,99134
Belvidere,IL,Rockford,163778
Bangor,ME,Bangor,164229
Gallup,NM,Gallup,166211
Lauderdale Lakes,FL,Miami-Fort Lauderdale-West Palm Beach,264179
Wisconsin Rapids,WI,Wisconsin Rapids-Marshfield,118564
Pikesville,MD,Baltimore-Columbia-Towson,378483
Burlington Township,NJ,Philadelphia-Camden-Wilmington,224035
Gahanna,OH,Columbus,260509
Irmo,SC,Columbia,177867
Farmers Branch,TX,Dallas-Fort Worth-Arlington,262013
Randallstown,MD,Baltimore-Columbia-Towson,259492
Dover,DE,Dover,193724
North Ridgeville,OH,Cleveland-Elyria,210607
Town Of Ossining,NY,New York-Newark-Jersey City,456473
Westlake,OH,Cleveland-Elyria,296760
Elkridge,MD,Baltimore-Columbia-Towson,362171
Mc Minnville,TN,McMinnville,116051
Atlantic City,NJ,Atlantic City-Hammonton,123908
West Fargo,ND,Fargo,248674
Baldwin,NY,New York-Newark-Jersey City,468939
North Providence,RI,Providence-Warwick,254721
Matthews,NC,Charlotte-Concord-Gastonia,302256
Sherwood,AR,Little Rock-North Little Rock-Conway,151373
Davison,MI,Flint,167387
Dayton,TX,Houston-The Woodlands-Sugar Land,208533
Prior Lake,MN,Minneapolis-St. Paul-Bloomington,393638
Chaska,MN,Minneapolis-St. Paul-Bloomington,353177
West Bend,WI,Milwaukee-Waukesha-West Allis,227722
Dinuba,CA,Visalia-Porterville,222055
Richmond West,FL,Miami-Fort Lauderdale-West Palm Beach,358614
Atascadero,CA,San Luis Obispo-Paso Robles-Arroyo Grande,551675
Bethel Park,PA,Pittsburgh,217683
Westmont,CA,Los Angeles-Long Beach-Anaheim,509515
Culpeper,VA,Washington-Arlington-Alexandria,276979
Denison,TX,Sherman-Denison,140406
Neptune Township,NJ,New York-Newark-Jersey City,335289
University Place,WA,Seattle-Tacoma-Bellevue,453738
La Porte,TX,Houston-The Woodlands-Sugar Land,185171
Peachtree City,GA,Atlanta-Sandy Springs-Roswell,356821
Canton,MS,Jackson,135228
Saratoga,CA,San Jose-Sunnyvale-Santa Clara,2698633
Pearl,MS,Jackson,135364
Boone,NC,Boone,279709
Andover,MN,Minneapolis-St. Paul-Bloomington,325503
Hope Mills,NC,Fayetteville,151042
Winchester,CA,Riverside-San Bernardino-Ontario,457486
Florence,AZ,Phoenix-Mesa-Scottsdale,225330
North Huntingdon Township,PA,Pittsburgh,216880
Marshalltown,IA,Marshalltown,108425
Deer Park,TX,Houston-The Woodlands-Sugar Land,199632
North Olmsted,OH,Cleveland-Elyria,181737
Rolla,MO,Rolla,148108
Town Of Clarence,NY,Buffalo-Cheektowaga-Niagara Falls,346961
Niles,IL,Chicago-Naperville-Elgin,307916
Franklin Square,NY,New York-Newark-Jersey City,540908
Princeton,NJ,Trenton,814686
Sedalia,MO,Sedalia,98252
Camas,WA,Portland-Vancouver-Hillsboro,506030
Waynesboro,VA,Staunton-Waynesboro,187732
Aberdeen,SD,Aberdeen,171812
Midvale,UT,Salt Lake City,337262
Ukiah,CA,Ukiah,376753
Naugatuck,CT,New Haven-Milford,197199
Keizer,OR,Salem,315955
Poinciana,FL,Lakeland-Winter Haven,197666
Security-Widefield,CO,Colorado Springs,269849
Natchez,MS,Natchez,94162
Channelview,TX,Houston-The Woodlands-Sugar Land,155539
Martinsville,VA,Martinsville,76372
Willingboro Township,NJ,Philadelphia-Camden-Wilmington,174647
Maple Valley,WA,Seattle-Tacoma-Bellevue,513441
Glendale Heights,IL,Chicago-Naperville-Elgin,218474
Mebane,NC,Burlington,210066
Bessemer,AL,Birmingham-Hoover,51037
Lower Makefield Township,PA,Philadelphia-Camden-Wilmington,495236
Garfield,NJ,New York-Newark-Jersey City,365305
Orangevale,CA,Sacramento--Roseville--Arden-Arcade,416049
Alabaster,AL,Birmingham-Hoover,187512
Vestavia Hills,AL,Birmingham-Hoover,404791
Frontier,ND,Fargo,305018
West Little River,FL,Miami-Fort Lauderdale-West Palm Beach,249539
Burlingame,CA,San Francisco-Oakland-Hayward,2245268
Ross Township,PA,Pittsburgh,218861
Parkville,MD,Baltimore-Columbia-Towson,197942
Coram,NY,New York-Newark-Jersey City,360400
Hartsville,SC,Florence,102092
Montgomery Village,MD,Washington-Arlington-Alexandria,301665
Wantagh,NY,New York-Newark-Jersey City,519383
Middletown Township,PA,Philadelphia-Camden-Wilmington,370325
Edwardsville,IL,St. Louis,215841
North Tonawanda,NY,Buffalo-Cheektowaga-Niagara Falls,171751
Carpentersville,IL,Chicago-Naperville-Elgin,173960
Seaside,CA,Salinas,566321
Dracut,MA,Boston-Cambridge-Newton,383664
Westfield,IN,Indianapolis-Carmel-Anderson,303958
Galloway Township,NJ,Atlantic City-Hammonton,211901
Rockaway Township,NJ,New York-Newark-Jersey City,345893
Brooklyn Center,MN,Minneapolis-St. Paul-Bloomington,228228
Lufkin,TX,Lufkin,115391
White Lake,MI,Detroit-Warren-Dearborn,269553
Muscatine,IA,Muscatine,135034
Dover,NH,Boston-Cambridge-Newton,333227
Murray,KY,Murray,139887
Newington,CT,Hartford-West Hartford-East Hartford,234043
Socorro,TX,El Paso,109523
Menasha,WI,Oshkosh-Neenah,158443
Cibolo,TX,San Antonio-New Braunfels,243753
Lapeer,MI,Detroit-Warren-Dearborn,181413
Terrell,TX,Dallas-Fort Worth-Arlington,174930
Leesburg,FL,Orlando-Kissimmee-Sanford,185252
Moss Point,MS,Gulfport-Biloxi-Pascagoula,78559
Porter,TX,Houston-The Woodlands-Sugar Land,224390
Freeport,IL,Freeport,57502
Abingdon,MD,Baltimore-Columbia-Towson,272003
Monterey,CA,Salinas,839089
Woodridge,IL,Chicago-Naperville-Elgin,292547
Millcreek,UT,Salt Lake City,461550
Ellensburg,WA,Ellensburg,327186
Front Royal,VA,Washington-Arlington-Alexandria,222467
Jamestown,NY,Jamestown-Dunkirk-Fredonia,72890
Westfield,NJ,New York-Newark-Jersey City,741657
Live Oak,FL,,134792
Benton,AR,Little Rock-North Little Rock-Conway,148240
Wailuku,HI,Kahului-Wailuku-Lahaina,648705
Wadsworth,OH,Cleveland-Elyria,208542
North Royalton,OH,Cleveland-Elyria,241965
Sidney,OH,Sidney,129480
North Andover,MA,Boston-Cambridge-Newton,619760
Wheat Ridge,CO,Denver-Aurora-Lakewood,470606
Greater Upper Marlboro,MD,Washington-Arlington-Alexandria,385264
Tewksbury,MA,Boston-Cambridge-Newton,459674
Ladson,SC,Charleston-North Charleston,179921
Ocean Springs,MS,Gulfport-Biloxi-Pascagoula,165257
Orange,NJ,New York-Newark-Jersey City,261280
Des Moines,WA,Seattle-Tacoma-Bellevue,439731
Laguna Hills,CA,Los Angeles-Long Beach-Anaheim,834048
Walnut,CA,Los Angeles-Long Beach-Anaheim,767055
Piedmont,SC,Greenville-Anderson-Mauldin,182643
Madison Heights,MI,Detroit-Warren-Dearborn,152863
Needham,MA,Boston-Cambridge-Newton,1044822
Cleveland,TX,Houston-The Woodlands-Sugar Land,144710
Northampton Township,PA,Philadelphia-Camden-Wilmington,438728
Inverness,FL,Homosassa Springs,143659
Dodge City,KS,Dodge City,113106
Marion,NC,Marion,150556
Kyle,TX,Austin-Round Rock,222694
Fremont,OH,Fremont,115783
Chicago Heights,IL,Chicago-Naperville-Elgin,104026
Westchester,FL,Miami-Fort Lauderdale-West Palm Beach,402351
Rochester,NH,Boston-Cambridge-Newton,233100
Warrenton,VA,Washington-Arlington-Alexandria,439851
Drexel Hill,PA,Philadelphia-Camden-Wilmington,197966
West Linn,OR,Portland-Vancouver-Hillsboro,571264
Midlothian,TX,Dallas-Fort Worth-Arlington,305497
American Fork,UT,Provo-Orem,351239
East Northport,NY,New York-Newark-Jersey City,529693
Glasgow,KY,Glasgow,122191
Grand Haven,MI,Grand Rapids-Wyoming,239726
Selma,CA,Fresno,233664
Zeeland,MI,Grand Rapids-Wyoming,241414
Livingston,NJ,New York-Newark-Jersey City,607870
New Smyrna Beach,FL,Deltona-Daytona Beach-Ormond Beach,304833
Seymour,IN,Seymour,148530
Mount Pleasant,WI,Racine,248143
Palmer,AK,Anchorage,303161
Clemmons,NC,Winston-Salem,236444
Weslaco,TX,McAllen-Edinburg-Mission,108386
Indian Trail,NC,Charlotte-Concord-Gastonia,257626
Ozark,MO,Springfield,190469
San Carlos,CA,San Francisco-Oakland-Hayward,1897665
Town of Watertown,NY,Watertown-Fort Drum,121518
Faribault,MN,Faribault-Northfield,206301
Oak Park,MI,Detroit-Warren-Dearborn,158692
Wetumpka,AL,Montgomery,174466
Town of Plattsburgh,NY,Plattsburgh,153024
Ottumwa,IA,Ottumwa,74593
Town Of Cicero,NY,Syracuse,166046
Junction City,KS,Junction City,142391
Southlake,TX,Dallas-Fort Worth-Arlington,767532
Town Of Bethlehem,NY,Albany-Schenectady-Troy,274824
Liberty,MO,Kansas City,216284
Fernandina Beach,FL,Jacksonville,374337
Lafayette,CA,San Francisco-Oakland-Hayward,1493946
Sebastopol,CA,Santa Rosa,832601
Dania Beach,FL,Miami-Fort Lauderdale-West Palm Beach,275019
Shawnee,OK,Shawnee,80105
College Park,MD,Washington-Arlington-Alexandria,350545
Fremont,NE,Fremont,155937
Willis,TX,Houston-The Woodlands-Sugar Land,210912
La Place,LA,New Orleans-Metairie,162217
Brownstown,MI,Detroit-Warren-Dearborn,212752
Granger,IN,South Bend-Mishawaka,261843
Town of Orchard Park,NY,Buffalo-Cheektowaga-Niagara Falls,268934
New Castle,IN,New Castle,81344
Brainerd,MN,Brainerd,181968
Hermiston,OR,Hermiston-Pendleton,233920
Rock Springs,WY,Rock Springs,238068
Mason City,IA,Mason City,100247
Commack,NY,New York-Newark-Jersey City,528407
Port Chester,NY,New York-Newark-Jersey City,539406
Nixa,MO,Springfield,194473
San Lorenzo,CA,San Francisco-Oakland-Hayward,667929
Michigan City,IN,Michigan City-La Porte,99947
Cranberry Township,PA,Pittsburgh,349643
Paragould,AR,Paragould,117221
Southgate,MI,Detroit-Warren-Dearborn,130967
Voorhees Township,NJ,Philadelphia-Camden-Wilmington,315891
Bristol,VA,Kingsport-Bristol-Bristol,116376
Brooksville,FL,Tampa-St. Petersburg-Clearwater,175328
Inman,SC,Spartanburg,178361
Shelbyville,KY,Louisville/Jefferson County,188015
Cheshire,CT,New Haven-Milford,322789
Warminster Township,PA,Philadelphia-Camden-Wilmington,337564
Burlington,IA,Burlington,91422
Owatonna,MN,Owatonna,191348
Williamsport,PA,Williamsport,105438
Centereach,NY,New York-Newark-Jersey City,386126
Libertyville,IL,Chicago-Naperville-Elgin,419609
Hopewell,VA,Richmond,129599
Arroyo Grande,CA,San Luis Obispo-Paso Robles-Arroyo Grande,707947
Rosenberg,TX,Houston-The Woodlands-Sugar Land,187053
Norwood,MA,Boston-Cambridge-Newton,508576
Lansing,IL,Chicago-Naperville-Elgin,125436
Vernon Rockville,CT,Hartford-West Hartford-East Hartford,207688
Schertz,TX,San Antonio-New Braunfels,235546
Johnston,RI,Providence-Warwick,263527
Fleming Island,FL,Jacksonville,292151
Holiday,FL,Tampa-St. Petersburg-Clearwater,125819
Lawrence Township,NJ,Trenton,310749
Corbin,KY,London,104970
Jonesborough,TN,Johnson City,184013
Sherwood,OR,Portland-Vancouver-Hillsboro,466430
South Lake Tahoe,CA,Sacramento--Roseville--Arden-Arcade,450058
Geneva,IL,Chicago-Naperville-Elgin,346980
Beeville,TX,Beeville,123702
York,SC,Charlotte-Concord-Gastonia,212946
Marietta,OH,Marietta,131483
East Haven,CT,New Haven-Milford,209246
Mehlville,MO,St. Louis,179861
Alice,TX,Alice,141839
Bourbonnais,IL,Kankakee,205112
Litchfield Park,AZ,Phoenix-Mesa-Scottsdale,353222
Hampden Township,PA,Harrisburg-Carlisle,266266
Guilderland,NY,Albany-Schenectady-Troy,254937
North Attleboro,MA,Providence-Warwick,401680
Taylorsville,NC,Hickory-Lenoir-Morganton,164571
West Springfield,MA,Springfield,239278
Wellesley,MA,Boston-Cambridge-Newton,1443593
Windsor,CT,Hartford-West Hartford-East Hartford,225042
Plainview,NY,New York-Newark-Jersey City,609160
Newberg,OR,Portland-Vancouver-Hillsboro,392422
Florin,CA,Sacramento--Roseville--Arden-Arcade,292917
Salem,NH,Boston-Cambridge-Newton,382012
North Platte,NE,North Platte,146481
Derby,KS,Wichita,189770
Duncan,OK,Duncan,81550
Rockford,MI,Grand Rapids-Wyoming,280494
Springville,UT,Provo-Orem,323942
Long Branch,NJ,New York-Newark-Jersey City,392369
Norfolk,NE,Norfolk,167010
Oak Ridge,TN,Knoxville,158376
Tooele,UT,Salt Lake City,262382
Raytown,MO,Kansas City,130721
Shaler Township,PA,Pittsburgh,206807
Rahway,NJ,New York-Newark-Jersey City,315143
Agawam,MA,Springfield,248477
Abingdon,VA,Kingsport-Bristol-Bristol,179618
West Warwick,RI,Providence-Warwick,236187
Seatac,WA,Seattle-Tacoma-Bellevue,420574
Moscow,ID,Moscow,322632
Van Buren,MI,Detroit-Warren-Dearborn,232935
Christiansburg,VA,Blacksburg-Christiansburg-Radford,193659
Amityville,NY,New York-Newark-Jersey City,401292
Saugus,MA,Boston-Cambridge-Newton,480935
Algonquin,IL,Chicago-Naperville-Elgin,269752
Beltsville,MD,Washington-Arlington-Alexandria,359735
Mill Valley,CA,San Francisco-Oakland-Hayward,1610478
Lake Magdalene,FL,Tampa-St. Petersburg-Clearwater,270702
Jesup,GA,Jesup,113033
Norco,CA,Riverside-San Bernardino-Ontario,566088
Millville,NJ,Vineland-Bridgeton,117688
Town Of Vestal,NY,Binghamton,159345
Long Beach,NY,New York-Newark-Jersey City,588679
Mount Airy,MD,Washington-Arlington-Alexandria,436018
Happy Valley,OR,Portland-Vancouver-Hillsboro,534492
Nutley,NJ,New York-Newark-Jersey City,412279
Nacogdoches,TX,Nacogdoches,132163
Milford,MA,Worcester,371861
Englewood,FL,Punta Gorda,237504
Oakdale,MN,Minneapolis-St. Paul-Bloomington,272428
Red Bluff,CA,Red Bluff,219341
Lacey Township,NJ,New York-Newark-Jersey City,91107
Tiffin,OH,Tiffin,119855
South Kingstown,RI,Providence-Warwick,400433
De Pere,WI,Green Bay,225134
Palm City,FL,Port St. Lucie,393321
Grandville,MI,Grand Rapids-Wyoming,240128
Garfield Heights,OH,Cleveland-Elyria,75503
Dublin,GA,Dublin,118796
Owosso,MI,Owosso,110636
Northampton,MA,Springfield,326144
Olivehurst,CA,Yuba City,288708
Stoughton,MA,Boston-Cambridge-Newton,425098
Fort Dodge,IA,Fort Dodge,88833
Englewood,NJ,New York-Newark-Jersey City,420765
Rockingham,NC,Rockingham,79568
Branford,CT,New Haven-Milford,309775
Williston,ND,Williston,278731
Central Point,OR,Medford,291572
King of Prussia,PA,Philadelphia-Camden-Wilmington,358468
Ponte Vedra Beach,FL,Jacksonville,615681
Chamblee,GA,Atlanta-Sandy Springs-Roswell,375079
Colonial Heights,VA,Richmond,178429
Oceanside,NY,New York-Newark-Jersey City,532922
Catalina Foothills,AZ,Tucson,543037
Emporia,KS,Emporia,109041
Stephenville,TX,Stephenville,170287
Newtown,CT,Bridgeport-Stamford-Norwalk,390624
Shelbyville,IN,Indianapolis-Carmel-Anderson,130070
East Chicago,IN,Chicago-Naperville-Elgin,69036
Highland Park,IL,Chicago-Naperville-Elgin,506450
Festus,MO,St. Louis,177910
Harker Heights,TX,Killeen-Temple,205838
Talladega,AL,Talladega-Sylacauga,81185
Cantonment,FL,Pensacola-Ferry Pass-Brent,199030
Clinton,TN,Knoxville,171167
Hutto,TX,Austin-Round Rock,245765
Graham,WA,Seattle-Tacoma-Bellevue,391263
Marion,IL,Carbondale-Marion,121794
Goleta,CA,Santa Maria-Santa Barbara,884088
Monroeville,PA,Pittsburgh,155680
Sonora,CA,Sonora,299643
Quincy,FL,Tallahassee,91601
Auburndale,FL,Lakeland-Winter Haven,182494
Kingsville,TX,Kingsville,103694
Brenham,TX,Brenham,221216
Sugar Hill,GA,Atlanta-Sandy Springs-Roswell,275688
Centralia,WA,Centralia,247866
Kahului,HI,Kahului-Wailuku-Lahaina,677943
Ponchatoula,LA,Hammond,166663
Stanton,CA,Los Angeles-Long Beach-Anaheim,583583
Spring Hill,TN,Nashville-Davidson--Murfreesboro--Franklin,302707
Shaker Heights,OH,Cleveland-Elyria,237993
Wasco,CA,Bakersfield,205027
Bardstown,KY,Bardstown,158925
New Milford,CT,Torrington,305263
Bartow,FL,Lakeland-Winter Haven,155066
Fountain,CO,Colorado Springs,282595
Windermere,FL,Orlando-Kissimmee-Sanford,453614
Lake Jackson,TX,Houston-The Woodlands-Sugar Land,205618
Logansport,IN,Logansport,78403
Poulsbo,WA,Bremerton-Silverdale,463482
Dix Hills,NY,New York-Newark-Jersey City,759145
Miami Lakes,FL,Miami-Fort Lauderdale-West Palm Beach,443766
Lisle,IL,Chicago-Naperville-Elgin,352495
Ellenwood,GA,Atlanta-Sandy Springs-Roswell,180474
Weatherford,TX,Dallas-Fort Worth-Arlington,220715
East Windsor Township,NJ,Trenton,330816
Ruskin,FL,Tampa-St. Petersburg-Clearwater,216633
Milton,MA,Boston-Cambridge-Newton,742776
Corinth,MS,Corinth,100185
Mount Vernon,OH,Mount Vernon,131152
Plum,PA,Pittsburgh,165898
Allen Park,MI,Detroit-Warren-Dearborn,141129
Town Of Queensbury,NY,Glens Falls,266135
Fridley,MN,Minneapolis-St. Paul-Bloomington,244968
Winterville,NC,Greenville,181465
Danvers,MA,Boston-Cambridge-Newton,519123
Bridgewater,MA,Boston-Cambridge-Newton,417820
Suisun City,CA,Vallejo-Fairfield,413411
Clinton,IA,Clinton,97689
Bergenfield,NJ,New York-Newark-Jersey City,398465
Melrose,MA,Boston-Cambridge-Newton,663487
Plainview,TX,Plainview,83443
Waynesville,NC,Asheville,220922
Ladera Ranch,CA,Los Angeles-Long Beach-Anaheim,936446
Dunn,NC,Dunn,131852
Lower Merion Township,PA,Philadelphia-Camden-Wilmington,539710
Holly Springs,NC,Raleigh,336188
Town of Manlius,NY,Syracuse,213433
Deptford Township,NJ,Philadelphia-Camden-Wilmington,155341
Parkland,FL,Miami-Fort Lauderdale-West Palm Beach,641560
Clearfield,UT,Ogden-Clearfield,270029
Fitchburg,WI,Madison,346757
Savage,MN,Minneapolis-St. Paul-Bloomington,331836
Gloucester,MA,Boston-Cambridge-Newton,497903
Albemarle,NC,Albemarle,126140
Severna Park,MD,Baltimore-Columbia-Towson,534015
Murrells Inlet,SC,Myrtle Beach-Conway-North Myrtle Beach,279735
Sequim,WA,Port Angeles,376258
Natchitoches,LA,Natchitoches,176169
O Fallon,IL,St. Louis,218718
Medford,NY,New York-Newark-Jersey City,356954
Auburn,NY,Auburn,102148
Bernards Township,NJ,New York-Newark-Jersey City,658676
Windsor,CA,Santa Rosa,650405
East Palo Alto,CA,San Francisco-Oakland-Hayward,934862
Deer Park,NY,New York-Newark-Jersey City,416510
Sebastian,FL,Sebastian-Vero Beach,225391
Princeton,FL,Miami-Fort Lauderdale-West Palm Beach,259228
Springfield,TN,Nashville-Davidson--Murfreesboro--Franklin,191160
Paramus,NJ,New York-Newark-Jersey City,600140
Lucedale,MS,,126926
Ocean Township,NJ,New York-Newark-Jersey City,504409
Magna,UT,Salt Lake City,278513
Holladay,UT,Salt Lake City,590431
Lake in the Hills,IL,Chicago-Naperville-Elgin,245196
Riverhead,NY,New York-Newark-Jersey City,443699
Avon Park,FL,Sebring,120879
Parkland,WA,Seattle-Tacoma-Bellevue,314869
Oxford,OH,Cincinnati,218116
Madisonville,KY,Madisonville,98476
Imperial Beach,CA,San Diego-Carlsbad,612611
Lithia Springs,GA,Atlanta-Sandy Springs-Roswell,161485
